Left-Cerebral-White-Matter	2
Left-Cerebellum-White-Matter	7
Right-Cerebral-White-Matter	41
Right-Cerebellum-White-Matter	46
WM-hypointensities	77
Left-WM-hypointensities	78
Right-WM-hypointensities	79
Corpus_Callosum	86
